AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.topic,Input.argument,Input.label,Input.tokenized_argument,Answer.feedback,Answer.selected_words,Answer.stance-prediction.con,Answer.stance-prediction.pro,Answer.word_0,Answer.word_1,Answer.word_10,Answer.word_11,Answer.word_12,Answer.word_13,Answer.word_15,Answer.word_16,Answer.word_17,Answer.word_19,Answer.word_2,Answer.word_20,Answer.word_21,Answer.word_22,Answer.word_23,Answer.word_24,Answer.word_25,Answer.word_26,Answer.word_27,Answer.word_29,Answer.word_3,Answer.word_30,Answer.word_31,Answer.word_32,Answer.word_34,Answer.word_35,Answer.word_36,Answer.word_38,Answer.word_39,Answer.word_4,Answer.word_40,Answer.word_41,Answer.word_42,Answer.word_44,Answer.word_45,Answer.word_46,Answer.word_47,Answer.word_5,Answer.word_6,Answer.word_7,Answer.word_8,Answer.word_9,Approve,Reject
3WLEIWSYHRT7AVWJHSOV8Y83WJOH2Q,A28I9U57P53Q46,Submitted,Tue Jan 05 14:51:16 PST 2021,Tue Jan 05 14:54:09 PST 2021,Fri Jan 08 14:54:09 PST 2021,173,0% (0/0),0% (0/0),0% (0/0),Death penalty,"Opposition to the death penalty does not arise from misplaced sympathy for convicted murderers. On the contrary, murder demonstrates a lack of respect for human life. For this very reason, murder is abhorrent, and any policy of state-authorized killings is immoral.",0,"Opposition to the death penalty does not arise from misplaced sympathy for convicted murderers . On the contrary , murder demonstrates a lack of respect for human life . For this very reason , murder is abhorrent , and any policy of state - authorized killings is immoral .",,"word_0,word_9,word_22,word_23,word_24,word_25,word_26,word_27,word_36",TRUE,FALSE,Opposition,to,sympathy,for,convicted,murderers,On,the,contrary,murder,the,demonstrates,a,lack,of,respect,for,human,life,For,death,this,very,reason,murder,is,abhorrent,and,any,penalty,policy,of,state,authorized,killings,is,immoral,does,not,arise,from,misplaced,,
3JWH6J9I9VPT84IQ3JCJEB83C1BBNW,A290OV59Q76QC8,Submitted,Tue Jan 05 15:19:24 PST 2021,Tue Jan 05 15:25:12 PST 2021,Fri Jan 08 15:25:12 PST 2021,348,0% (0/0),0% (0/0),0% (0/0),Death penalty,"Opposition to the death penalty does not arise from misplaced sympathy for convicted murderers. On the contrary, murder demonstrates a lack of respect for human life. For this very reason, murder is abhorrent, and any policy of state-authorized killings is immoral.",0,"Opposition to the death penalty does not arise from misplaced sympathy for convicted murderers . On the contrary , murder demonstrates a lack of respect for human life . For this very reason , murder is abhorrent , and any policy of state - authorized killings is immoral .",,"word_39,word_40,word_41,word_44,word_45,word_46,word_47",TRUE,FALSE,Opposition,to,sympathy,for,convicted,murderers,On,the,contrary,murder,the,demonstrates,a,lack,of,respect,for,human,life,For,death,this,very,reason,murder,is,abhorrent,and,any,penalty,policy,of,state,authorized,killings,is,immoral,does,not,arise,from,misplaced,,
3NVC2EB65TBIH8IRVS6OD88YST3Y3J,A2B2HQHFBYLTXU,Submitted,Tue Jan 05 15:45:09 PST 2021,Tue Jan 05 16:33:53 PST 2021,Fri Jan 08 16:33:53 PST 2021,2924,0% (0/0),0% (0/0),0% (0/0),Death penalty,"Opposition to the death penalty does not arise from misplaced sympathy for convicted murderers. On the contrary, murder demonstrates a lack of respect for human life. For this very reason, murder is abhorrent, and any policy of state-authorized killings is immoral.",0,"Opposition to the death penalty does not arise from misplaced sympathy for convicted murderers . On the contrary , murder demonstrates a lack of respect for human life . For this very reason , murder is abhorrent , and any policy of state - authorized killings is immoral .",,"word_9,word_10,word_12,word_13,word_34,word_36,word_45,word_47",TRUE,FALSE,Opposition,to,sympathy,for,convicted,murderers,On,the,contrary,murder,the,demonstrates,a,lack,of,respect,for,human,life,For,death,this,very,reason,murder,is,abhorrent,and,any,penalty,policy,of,state,authorized,killings,is,immoral,does,not,arise,from,misplaced,,
39LOEL67OVH322R9IO8UEVKWZEY388,A2B93NS1ZZ7QD7,Submitted,Tue Jan 05 14:46:04 PST 2021,Tue Jan 05 14:55:19 PST 2021,Fri Jan 08 14:55:19 PST 2021,555,0% (0/0),0% (0/0),0% (0/0),Death penalty,"Opposition to the death penalty does not arise from misplaced sympathy for convicted murderers. On the contrary, murder demonstrates a lack of respect for human life. For this very reason, murder is abhorrent, and any policy of state-authorized killings is immoral.",0,"Opposition to the death penalty does not arise from misplaced sympathy for convicted murderers . On the contrary , murder demonstrates a lack of respect for human life . For this very reason , murder is abhorrent , and any policy of state - authorized killings is immoral .",,"word_39,word_40,word_41,word_42,word_44,word_45,word_46,word_47",TRUE,FALSE,Opposition,to,sympathy,for,convicted,murderers,On,the,contrary,murder,the,demonstrates,a,lack,of,respect,for,human,life,For,death,this,very,reason,murder,is,abhorrent,and,any,penalty,policy,of,state,authorized,killings,is,immoral,does,not,arise,from,misplaced,,
3E4GGUZ1TB3YCLXRNDRSLQOVO0S2KF,A2BCK6M4SPHRRH,Submitted,Tue Jan 05 14:41:20 PST 2021,Tue Jan 05 14:45:18 PST 2021,Fri Jan 08 14:45:18 PST 2021,238,0% (0/0),0% (0/0),0% (0/0),Death penalty,"Opposition to the death penalty does not arise from misplaced sympathy for convicted murderers. On the contrary, murder demonstrates a lack of respect for human life. For this very reason, murder is abhorrent, and any policy of state-authorized killings is immoral.",0,"Opposition to the death penalty does not arise from misplaced sympathy for convicted murderers . On the contrary , murder demonstrates a lack of respect for human life . For this very reason , murder is abhorrent , and any policy of state - authorized killings is immoral .",,"word_34,word_35,word_36,word_42,word_44,word_45,word_46,word_47",TRUE,FALSE,Opposition,to,sympathy,for,convicted,murderers,On,the,contrary,murder,the,demonstrates,a,lack,of,respect,for,human,life,For,death,this,very,reason,murder,is,abhorrent,and,any,penalty,policy,of,state,authorized,killings,is,immoral,does,not,arise,from,misplaced,,
35BLDD71I992Y7UFBOEDAA9JP71ZV9,A2BK45LZGGWPLX,Submitted,Tue Jan 05 16:02:18 PST 2021,Tue Jan 05 16:08:51 PST 2021,Fri Jan 08 16:08:51 PST 2021,393,0% (0/0),0% (0/0),0% (0/0),Death penalty,"Opposition to the death penalty does not arise from misplaced sympathy for convicted murderers. On the contrary, murder demonstrates a lack of respect for human life. For this very reason, murder is abhorrent, and any policy of state-authorized killings is immoral.",0,"Opposition to the death penalty does not arise from misplaced sympathy for convicted murderers . On the contrary , murder demonstrates a lack of respect for human life . For this very reason , murder is abhorrent , and any policy of state - authorized killings is immoral .",this seems pretty interesting,"word_39,word_40,word_41,word_42,word_44,word_45,word_47",TRUE,FALSE,Opposition,to,sympathy,for,convicted,murderers,On,the,contrary,murder,the,demonstrates,a,lack,of,respect,for,human,life,For,death,this,very,reason,murder,is,abhorrent,and,any,penalty,policy,of,state,authorized,killings,is,immoral,does,not,arise,from,misplaced,,
3CP1TO84PWDVU2COGQNMJ15DRAX25U,A2CK0OXMPOR9LE,Submitted,Tue Jan 05 14:40:25 PST 2021,Tue Jan 05 14:55:37 PST 2021,Fri Jan 08 14:55:37 PST 2021,912,0% (0/0),0% (0/0),0% (0/0),Death penalty,"Opposition to the death penalty does not arise from misplaced sympathy for convicted murderers. On the contrary, murder demonstrates a lack of respect for human life. For this very reason, murder is abhorrent, and any policy of state-authorized killings is immoral.",0,"Opposition to the death penalty does not arise from misplaced sympathy for convicted murderers . On the contrary , murder demonstrates a lack of respect for human life . For this very reason , murder is abhorrent , and any policy of state - authorized killings is immoral .",,"word_34,word_36,word_39,word_40,word_42,word_44,word_45,word_47",TRUE,FALSE,Opposition,to,sympathy,for,convicted,murderers,On,the,contrary,murder,the,demonstrates,a,lack,of,respect,for,human,life,For,death,this,very,reason,murder,is,abhorrent,and,any,penalty,policy,of,state,authorized,killings,is,immoral,does,not,arise,from,misplaced,,
3PH3VY7DJO9FDWUK1YJ9WCSXWGZZWF,A2DWSKGD9RNKMJ,Submitted,Tue Jan 05 14:44:44 PST 2021,Tue Jan 05 14:49:35 PST 2021,Fri Jan 08 14:49:35 PST 2021,291,0% (0/0),0% (0/0),0% (0/0),Death penalty,"Opposition to the death penalty does not arise from misplaced sympathy for convicted murderers. On the contrary, murder demonstrates a lack of respect for human life. For this very reason, murder is abhorrent, and any policy of state-authorized killings is immoral.",0,"Opposition to the death penalty does not arise from misplaced sympathy for convicted murderers . On the contrary , murder demonstrates a lack of respect for human life . For this very reason , murder is abhorrent , and any policy of state - authorized killings is immoral .",,"word_0,word_10,word_24,word_42,word_44,word_45,word_47",TRUE,FALSE,Opposition,to,sympathy,for,convicted,murderers,On,the,contrary,murder,the,demonstrates,a,lack,of,respect,for,human,life,For,death,this,very,reason,murder,is,abhorrent,and,any,penalty,policy,of,state,authorized,killings,is,immoral,does,not,arise,from,misplaced,,
31HQ4X3T3VM21QW72SIZR8EEBV6SLN,A2DX9PJPZFJ2WW,Submitted,Tue Jan 05 17:18:42 PST 2021,Tue Jan 05 17:21:54 PST 2021,Fri Jan 08 17:21:54 PST 2021,192,0% (0/0),0% (0/0),0% (0/0),Death penalty,"Opposition to the death penalty does not arise from misplaced sympathy for convicted murderers. On the contrary, murder demonstrates a lack of respect for human life. For this very reason, murder is abhorrent, and any policy of state-authorized killings is immoral.",0,"Opposition to the death penalty does not arise from misplaced sympathy for convicted murderers . On the contrary , murder demonstrates a lack of respect for human life . For this very reason , murder is abhorrent , and any policy of state - authorized killings is immoral .",,"word_19,word_22,word_23,word_24,word_36,word_44,word_45,word_47",TRUE,FALSE,Opposition,to,sympathy,for,convicted,murderers,On,the,contrary,murder,the,demonstrates,a,lack,of,respect,for,human,life,For,death,this,very,reason,murder,is,abhorrent,and,any,penalty,policy,of,state,authorized,killings,is,immoral,does,not,arise,from,misplaced,,
3DI28L7YXDQO10NL8NGBIC1LCXK1EF,A2E1GWCDFUAZA3,Submitted,Tue Jan 05 15:22:50 PST 2021,Tue Jan 05 15:26:20 PST 2021,Fri Jan 08 15:26:20 PST 2021,210,0% (0/0),0% (0/0),0% (0/0),Death penalty,"Opposition to the death penalty does not arise from misplaced sympathy for convicted murderers. On the contrary, murder demonstrates a lack of respect for human life. For this very reason, murder is abhorrent, and any policy of state-authorized killings is immoral.",0,"Opposition to the death penalty does not arise from misplaced sympathy for convicted murderers . On the contrary , murder demonstrates a lack of respect for human life . For this very reason , murder is abhorrent , and any policy of state - authorized killings is immoral .",,"word_39,word_40,word_41,word_42,word_44,word_45,word_46,word_47",TRUE,FALSE,Opposition,to,sympathy,for,convicted,murderers,On,the,contrary,murder,the,demonstrates,a,lack,of,respect,for,human,life,For,death,this,very,reason,murder,is,abhorrent,and,any,penalty,policy,of,state,authorized,killings,is,immoral,does,not,arise,from,misplaced,,
304SM51WA6GQOHAVBFT5D5I9Z1PBSG,A2FN0MPGK61HW,Submitted,Tue Jan 05 16:37:56 PST 2021,Tue Jan 05 16:49:00 PST 2021,Fri Jan 08 16:49:00 PST 2021,664,0% (0/0),0% (0/0),0% (0/0),Death penalty,"Opposition to the death penalty does not arise from misplaced sympathy for convicted murderers. On the contrary, murder demonstrates a lack of respect for human life. For this very reason, murder is abhorrent, and any policy of state-authorized killings is immoral.",0,"Opposition to the death penalty does not arise from misplaced sympathy for convicted murderers . On the contrary , murder demonstrates a lack of respect for human life . For this very reason , murder is abhorrent , and any policy of state - authorized killings is immoral .",,"word_0,word_3,word_4,word_34,word_36,word_42,word_44,word_45,word_47",TRUE,FALSE,Opposition,to,sympathy,for,convicted,murderers,On,the,contrary,murder,the,demonstrates,a,lack,of,respect,for,human,life,For,death,this,very,reason,murder,is,abhorrent,and,any,penalty,policy,of,state,authorized,killings,is,immoral,does,not,arise,from,misplaced,,
3HPZF4IVNP56U8EAOLHP6BCSY6GYCH,A2FUNB3BUB3U07,Submitted,Tue Jan 05 15:45:54 PST 2021,Tue Jan 05 15:51:02 PST 2021,Fri Jan 08 15:51:02 PST 2021,308,0% (0/0),0% (0/0),0% (0/0),Death penalty,"Opposition to the death penalty does not arise from misplaced sympathy for convicted murderers. On the contrary, murder demonstrates a lack of respect for human life. For this very reason, murder is abhorrent, and any policy of state-authorized killings is immoral.",0,"Opposition to the death penalty does not arise from misplaced sympathy for convicted murderers . On the contrary , murder demonstrates a lack of respect for human life . For this very reason , murder is abhorrent , and any policy of state - authorized killings is immoral .",,"word_17,word_22,word_24,word_36,word_39,word_42,word_44,word_47",TRUE,FALSE,Opposition,to,sympathy,for,convicted,murderers,On,the,contrary,murder,the,demonstrates,a,lack,of,respect,for,human,life,For,death,this,very,reason,murder,is,abhorrent,and,any,penalty,policy,of,state,authorized,killings,is,immoral,does,not,arise,from,misplaced,,
32RIADZISVG63IPMW0JI5RC3P814SU,A2FYFCD16Z3PCC,Submitted,Tue Jan 05 14:40:57 PST 2021,Tue Jan 05 14:47:59 PST 2021,Fri Jan 08 14:47:59 PST 2021,422,0% (0/0),0% (0/0),0% (0/0),Death penalty,"Opposition to the death penalty does not arise from misplaced sympathy for convicted murderers. On the contrary, murder demonstrates a lack of respect for human life. For this very reason, murder is abhorrent, and any policy of state-authorized killings is immoral.",0,"Opposition to the death penalty does not arise from misplaced sympathy for convicted murderers . On the contrary , murder demonstrates a lack of respect for human life . For this very reason , murder is abhorrent , and any policy of state - authorized killings is immoral .",,"word_22,word_24,word_36,word_44,word_45,word_47",TRUE,FALSE,Opposition,to,sympathy,for,convicted,murderers,On,the,contrary,murder,the,demonstrates,a,lack,of,respect,for,human,life,For,death,this,very,reason,murder,is,abhorrent,and,any,penalty,policy,of,state,authorized,killings,is,immoral,does,not,arise,from,misplaced,,
3X3OR7WPZ2CKI6HYOUCUAHEDZ1WL8D,A2GO0EY5FW18AG,Submitted,Tue Jan 05 16:34:47 PST 2021,Tue Jan 05 16:37:49 PST 2021,Fri Jan 08 16:37:49 PST 2021,182,0% (0/0),0% (0/0),0% (0/0),Death penalty,"Opposition to the death penalty does not arise from misplaced sympathy for convicted murderers. On the contrary, murder demonstrates a lack of respect for human life. For this very reason, murder is abhorrent, and any policy of state-authorized killings is immoral.",0,"Opposition to the death penalty does not arise from misplaced sympathy for convicted murderers . On the contrary , murder demonstrates a lack of respect for human life . For this very reason , murder is abhorrent , and any policy of state - authorized killings is immoral .",,"word_39,word_40,word_41,word_42,word_44,word_45,word_46,word_47",TRUE,FALSE,Opposition,to,sympathy,for,convicted,murderers,On,the,contrary,murder,the,demonstrates,a,lack,of,respect,for,human,life,For,death,this,very,reason,murder,is,abhorrent,and,any,penalty,policy,of,state,authorized,killings,is,immoral,does,not,arise,from,misplaced,,
3Z9WI9EOZ202RB096YUZ8UUXDJAKHF,A2HM35CWB7IIFM,Submitted,Tue Jan 05 14:46:18 PST 2021,Tue Jan 05 14:49:07 PST 2021,Fri Jan 08 14:49:07 PST 2021,169,100% (13/13),0% (0/0),0% (0/0),Death penalty,"Opposition to the death penalty does not arise from misplaced sympathy for convicted murderers. On the contrary, murder demonstrates a lack of respect for human life. For this very reason, murder is abhorrent, and any policy of state-authorized killings is immoral.",0,"Opposition to the death penalty does not arise from misplaced sympathy for convicted murderers . On the contrary , murder demonstrates a lack of respect for human life . For this very reason , murder is abhorrent , and any policy of state - authorized killings is immoral .",,"word_22,word_24,word_25,word_26,word_27,word_47",TRUE,FALSE,Opposition,to,sympathy,for,convicted,murderers,On,the,contrary,murder,the,demonstrates,a,lack,of,respect,for,human,life,For,death,this,very,reason,murder,is,abhorrent,and,any,penalty,policy,of,state,authorized,killings,is,immoral,does,not,arise,from,misplaced,,
3VE8AYVF8P9YIE722J9WF49T2438FM,A2I3CQPT886RV,Submitted,Tue Jan 05 14:44:46 PST 2021,Tue Jan 05 14:47:36 PST 2021,Fri Jan 08 14:47:36 PST 2021,170,0% (0/0),0% (0/0),0% (0/0),Death penalty,"Opposition to the death penalty does not arise from misplaced sympathy for convicted murderers. On the contrary, murder demonstrates a lack of respect for human life. For this very reason, murder is abhorrent, and any policy of state-authorized killings is immoral.",0,"Opposition to the death penalty does not arise from misplaced sympathy for convicted murderers . On the contrary , murder demonstrates a lack of respect for human life . For this very reason , murder is abhorrent , and any policy of state - authorized killings is immoral .",,"word_34,word_36,word_40,word_42,word_44,word_45,word_47",TRUE,FALSE,Opposition,to,sympathy,for,convicted,murderers,On,the,contrary,murder,the,demonstrates,a,lack,of,respect,for,human,life,For,death,this,very,reason,murder,is,abhorrent,and,any,penalty,policy,of,state,authorized,killings,is,immoral,does,not,arise,from,misplaced,,
3WMINLGALEF5YQG78F393PULVFBCAJ,A2JP9IKRHNLRPI,Submitted,Tue Jan 05 14:40:19 PST 2021,Tue Jan 05 15:26:04 PST 2021,Fri Jan 08 15:26:04 PST 2021,2745,0% (0/0),0% (0/0),0% (0/0),Death penalty,"Opposition to the death penalty does not arise from misplaced sympathy for convicted murderers. On the contrary, murder demonstrates a lack of respect for human life. For this very reason, murder is abhorrent, and any policy of state-authorized killings is immoral.",0,"Opposition to the death penalty does not arise from misplaced sympathy for convicted murderers . On the contrary , murder demonstrates a lack of respect for human life . For this very reason , murder is abhorrent , and any policy of state - authorized killings is immoral .",,"word_34,word_35,word_36,word_42,word_44,word_45,word_46,word_47",TRUE,FALSE,Opposition,to,sympathy,for,convicted,murderers,On,the,contrary,murder,the,demonstrates,a,lack,of,respect,for,human,life,For,death,this,very,reason,murder,is,abhorrent,and,any,penalty,policy,of,state,authorized,killings,is,immoral,does,not,arise,from,misplaced,,
31Q0U3WYDSR3SL8BLF25C294QAG17T,A2KOR4003SVNC5,Submitted,Tue Jan 05 15:21:10 PST 2021,Tue Jan 05 15:24:39 PST 2021,Fri Jan 08 15:24:39 PST 2021,209,0% (0/0),0% (0/0),0% (0/0),Death penalty,"Opposition to the death penalty does not arise from misplaced sympathy for convicted murderers. On the contrary, murder demonstrates a lack of respect for human life. For this very reason, murder is abhorrent, and any policy of state-authorized killings is immoral.",0,"Opposition to the death penalty does not arise from misplaced sympathy for convicted murderers . On the contrary , murder demonstrates a lack of respect for human life . For this very reason , murder is abhorrent , and any policy of state - authorized killings is immoral .",,"word_30,word_31,word_32,word_34,word_35,word_36,word_44,word_45,word_47",TRUE,FALSE,Opposition,to,sympathy,for,convicted,murderers,On,the,contrary,murder,the,demonstrates,a,lack,of,respect,for,human,life,For,death,this,very,reason,murder,is,abhorrent,and,any,penalty,policy,of,state,authorized,killings,is,immoral,does,not,arise,from,misplaced,,
339ANSOTR8E2N6BTCGCK86VCDWPIK6,A2L26DMSVUEDP6,Submitted,Tue Jan 05 14:47:47 PST 2021,Tue Jan 05 14:50:05 PST 2021,Fri Jan 08 14:50:05 PST 2021,138,100% (1/1),0% (0/0),0% (0/0),Death penalty,"Opposition to the death penalty does not arise from misplaced sympathy for convicted murderers. On the contrary, murder demonstrates a lack of respect for human life. For this very reason, murder is abhorrent, and any policy of state-authorized killings is immoral.",0,"Opposition to the death penalty does not arise from misplaced sympathy for convicted murderers . On the contrary , murder demonstrates a lack of respect for human life . For this very reason , murder is abhorrent , and any policy of state - authorized killings is immoral .",,"word_19,word_20,word_21,word_22,word_23,word_24,word_25,word_26,word_27",TRUE,FALSE,Opposition,to,sympathy,for,convicted,murderers,On,the,contrary,murder,the,demonstrates,a,lack,of,respect,for,human,life,For,death,this,very,reason,murder,is,abhorrent,and,any,penalty,policy,of,state,authorized,killings,is,immoral,does,not,arise,from,misplaced,,
3R0T90IZ1VO68HTAUFVJZB5OTAQGC1,A2M9JNCHRKMCC4,Submitted,Tue Jan 05 15:43:57 PST 2021,Tue Jan 05 15:45:42 PST 2021,Fri Jan 08 15:45:42 PST 2021,105,0% (0/0),0% (0/0),0% (0/0),Death penalty,"Opposition to the death penalty does not arise from misplaced sympathy for convicted murderers. On the contrary, murder demonstrates a lack of respect for human life. For this very reason, murder is abhorrent, and any policy of state-authorized killings is immoral.",0,"Opposition to the death penalty does not arise from misplaced sympathy for convicted murderers . On the contrary , murder demonstrates a lack of respect for human life . For this very reason , murder is abhorrent , and any policy of state - authorized killings is immoral .",,"word_20,word_22,word_23,word_24,word_36,word_47",TRUE,FALSE,Opposition,to,sympathy,for,convicted,murderers,On,the,contrary,murder,the,demonstrates,a,lack,of,respect,for,human,life,For,death,this,very,reason,murder,is,abhorrent,and,any,penalty,policy,of,state,authorized,killings,is,immoral,does,not,arise,from,misplaced,,
3QFUFYSY91RXZDK0QGJJYSTO0I7F4M,A2MOKIEQZ0OF2M,Submitted,Tue Jan 05 14:40:18 PST 2021,Tue Jan 05 14:45:43 PST 2021,Fri Jan 08 14:45:43 PST 2021,325,0% (0/0),0% (0/0),0% (0/0),Death penalty,"Opposition to the death penalty does not arise from misplaced sympathy for convicted murderers. On the contrary, murder demonstrates a lack of respect for human life. For this very reason, murder is abhorrent, and any policy of state-authorized killings is immoral.",0,"Opposition to the death penalty does not arise from misplaced sympathy for convicted murderers . On the contrary , murder demonstrates a lack of respect for human life . For this very reason , murder is abhorrent , and any policy of state - authorized killings is immoral .",,"word_0,word_9,word_10,word_12,word_13,word_22,word_24,word_26,word_27",TRUE,FALSE,Opposition,to,sympathy,for,convicted,murderers,On,the,contrary,murder,the,demonstrates,a,lack,of,respect,for,human,life,For,death,this,very,reason,murder,is,abhorrent,and,any,penalty,policy,of,state,authorized,killings,is,immoral,does,not,arise,from,misplaced,,
3WT783CTPETAH0LZET35Y0ERDXXBCE,A2MPW5P3ERJCN0,Submitted,Tue Jan 05 15:16:51 PST 2021,Tue Jan 05 15:19:05 PST 2021,Fri Jan 08 15:19:05 PST 2021,134,100% (5/5),0% (0/0),0% (0/0),Death penalty,"Opposition to the death penalty does not arise from misplaced sympathy for convicted murderers. On the contrary, murder demonstrates a lack of respect for human life. For this very reason, murder is abhorrent, and any policy of state-authorized killings is immoral.",0,"Opposition to the death penalty does not arise from misplaced sympathy for convicted murderers . On the contrary , murder demonstrates a lack of respect for human life . For this very reason , murder is abhorrent , and any policy of state - authorized killings is immoral .",,"word_39,word_40,word_41,word_42,word_44,word_45,word_46,word_47",TRUE,FALSE,Opposition,to,sympathy,for,convicted,murderers,On,the,contrary,murder,the,demonstrates,a,lack,of,respect,for,human,life,For,death,this,very,reason,murder,is,abhorrent,and,any,penalty,policy,of,state,authorized,killings,is,immoral,does,not,arise,from,misplaced,,
39N5ACM9HHZANWF6LEBFRUI8OG89PF,A2NAKIXS3DVGAA,Submitted,Tue Jan 05 14:40:25 PST 2021,Tue Jan 05 14:48:59 PST 2021,Fri Jan 08 14:48:59 PST 2021,514,0% (0/0),0% (0/0),0% (0/0),Death penalty,"Opposition to the death penalty does not arise from misplaced sympathy for convicted murderers. On the contrary, murder demonstrates a lack of respect for human life. For this very reason, murder is abhorrent, and any policy of state-authorized killings is immoral.",0,"Opposition to the death penalty does not arise from misplaced sympathy for convicted murderers . On the contrary , murder demonstrates a lack of respect for human life . For this very reason , murder is abhorrent , and any policy of state - authorized killings is immoral .",,"word_39,word_40,word_41,word_42,word_44,word_45,word_46,word_47",TRUE,FALSE,Opposition,to,sympathy,for,convicted,murderers,On,the,contrary,murder,the,demonstrates,a,lack,of,respect,for,human,life,For,death,this,very,reason,murder,is,abhorrent,and,any,penalty,policy,of,state,authorized,killings,is,immoral,does,not,arise,from,misplaced,,
35K3O9HUAEPFRFHTFMVW7E5FD71FES,A2P065E9CYMYJL,Submitted,Tue Jan 05 14:40:57 PST 2021,Tue Jan 05 14:44:52 PST 2021,Fri Jan 08 14:44:52 PST 2021,235,0% (0/0),0% (0/0),0% (0/0),Death penalty,"Opposition to the death penalty does not arise from misplaced sympathy for convicted murderers. On the contrary, murder demonstrates a lack of respect for human life. For this very reason, murder is abhorrent, and any policy of state-authorized killings is immoral.",0,"Opposition to the death penalty does not arise from misplaced sympathy for convicted murderers . On the contrary , murder demonstrates a lack of respect for human life . For this very reason , murder is abhorrent , and any policy of state - authorized killings is immoral .",,"word_22,word_23,word_24,word_26,word_27,word_42,word_44,word_45,word_47",TRUE,FALSE,Opposition,to,sympathy,for,convicted,murderers,On,the,contrary,murder,the,demonstrates,a,lack,of,respect,for,human,life,For,death,this,very,reason,murder,is,abhorrent,and,any,penalty,policy,of,state,authorized,killings,is,immoral,does,not,arise,from,misplaced,,
3QY5DC2MXUWWGBEF5MA1BWRIZWBUF6,A2PQMJ48ICRUCF,Submitted,Tue Jan 05 18:26:19 PST 2021,Tue Jan 05 18:30:50 PST 2021,Fri Jan 08 18:30:50 PST 2021,271,0% (0/0),0% (0/0),0% (0/0),Death penalty,"Opposition to the death penalty does not arise from misplaced sympathy for convicted murderers. On the contrary, murder demonstrates a lack of respect for human life. For this very reason, murder is abhorrent, and any policy of state-authorized killings is immoral.",0,"Opposition to the death penalty does not arise from misplaced sympathy for convicted murderers . On the contrary , murder demonstrates a lack of respect for human life . For this very reason , murder is abhorrent , and any policy of state - authorized killings is immoral .",,"word_34,word_35,word_36,word_40,word_44,word_45,word_47",TRUE,FALSE,Opposition,to,sympathy,for,convicted,murderers,On,the,contrary,murder,the,demonstrates,a,lack,of,respect,for,human,life,For,death,this,very,reason,murder,is,abhorrent,and,any,penalty,policy,of,state,authorized,killings,is,immoral,does,not,arise,from,misplaced,,
3QEMNNSB20BXKGON18M0D4ADF807D8,A2TCWEYMI1JHIG,Submitted,Tue Jan 05 18:52:28 PST 2021,Tue Jan 05 18:57:06 PST 2021,Fri Jan 08 18:57:06 PST 2021,278,0% (0/0),0% (0/0),0% (0/0),Death penalty,"Opposition to the death penalty does not arise from misplaced sympathy for convicted murderers. On the contrary, murder demonstrates a lack of respect for human life. For this very reason, murder is abhorrent, and any policy of state-authorized killings is immoral.",0,"Opposition to the death penalty does not arise from misplaced sympathy for convicted murderers . On the contrary , murder demonstrates a lack of respect for human life . For this very reason , murder is abhorrent , and any policy of state - authorized killings is immoral .",no,"word_2,word_3,word_4,word_10,word_11,word_12,word_13,word_45,word_47",TRUE,FALSE,Opposition,to,sympathy,for,convicted,murderers,On,the,contrary,murder,the,demonstrates,a,lack,of,respect,for,human,life,For,death,this,very,reason,murder,is,abhorrent,and,any,penalty,policy,of,state,authorized,killings,is,immoral,does,not,arise,from,misplaced,,
34S6N1K2ZYVDBHIRRY60NU7C2JFHLF,A2TUUIV61CR0C7,Submitted,Tue Jan 05 14:40:29 PST 2021,Tue Jan 05 14:41:34 PST 2021,Fri Jan 08 14:41:34 PST 2021,65,0% (0/0),0% (0/0),0% (0/0),Death penalty,"Opposition to the death penalty does not arise from misplaced sympathy for convicted murderers. On the contrary, murder demonstrates a lack of respect for human life. For this very reason, murder is abhorrent, and any policy of state-authorized killings is immoral.",0,"Opposition to the death penalty does not arise from misplaced sympathy for convicted murderers . On the contrary , murder demonstrates a lack of respect for human life . For this very reason , murder is abhorrent , and any policy of state - authorized killings is immoral .",,"word_0,word_24,word_27,word_36,word_40",TRUE,FALSE,Opposition,to,sympathy,for,convicted,murderers,On,the,contrary,murder,the,demonstrates,a,lack,of,respect,for,human,life,For,death,this,very,reason,murder,is,abhorrent,and,any,penalty,policy,of,state,authorized,killings,is,immoral,does,not,arise,from,misplaced,,
