topic,argument,label,tokenized_argument,new_id
new employees,"My first job out of grad school did involve signing a non-compete clause, but it included a provision that the company would continue to pay me for the duration of the non-compete period if the clause was preventing me from getting a new job. This seemed acceptable to me at the time, and when I left I changed fields entirely so it didn't actually matter.",1,"My first job out of grad school did involve signing a non - compete clause , but it included a provision that the company would continue to pay me for the duration of the non - compete period if the clause was preventing me from getting a new job . This seemed acceptable to me at the time , and when I left I changed fields entirely so it did n't actually matter .",4580
noncompete deals,"My first job out of grad school did involve signing a non-compete clause, but it included a provision that the company would continue to pay me for the duration of the non-compete period if the clause was preventing me from getting a new job. This seemed acceptable to me at the time, and when I left I changed fields entirely so it didn't actually matter.",1,"My first job out of grad school did involve signing a non - compete clause , but it included a provision that the company would continue to pay me for the duration of the non - compete period if the clause was preventing me from getting a new job . This seemed acceptable to me at the time , and when I left I changed fields entirely so it did n't actually matter .",10306
farm subsidies,Republicans are all about the free market. They weren't worried about national security when they were willing to let the auto industry go under. If they want to cut programs to fix the deficit they should lead by example and cut these farm subsidies. Let the free market deal with it.,0,Republicans are all about the free market . They were n't worried about national security when they were willing to let the auto industry go under . If they want to cut programs to fix the deficit they should lead by example and cut these farm subsidies . Let the free market deal with it .,7625
national security,Republicans are all about the free market. They weren't worried about national security when they were willing to let the auto industry go under. If they want to cut programs to fix the deficit they should lead by example and cut these farm subsidies. Let the free market deal with it.,0,Republicans are all about the free market . They were n't worried about national security when they were willing to let the auto industry go under . If they want to cut programs to fix the deficit they should lead by example and cut these farm subsidies . Let the free market deal with it .,17447
felons,"I'm disgusted that this is even a question. Of course ANYONE who is a citizen has the right to vote! It is just sickening that partisan jerks from the GOP care more about gaining power so they can personally profit than they are about Democracy. Next, you fools will say you can only vote if you have a job, or own a house.",1,"I 'm disgusted that this is even a question . Of course ANYONE who is a citizen has the right to vote ! It is just sickening that partisan jerks from the GOP care more about gaining power so they can personally profit than they are about Democracy . Next , you fools will say you can only vote if you have a job , or own a house .",4356
law school,"Our son , already a member of the Florida Bar, was studying to take Massachusetts bar exam using materials from one of the more respected prep schools. I accepted his challenge to take the closed book exam and he was amazed when he graded my answer sheet and found that I scored with a high passing grade. Sure, I have an engineering degree and have spent many years in business and government but zero time in law school. My logic may be flawed, but I came away believing that law school is mostly a scheme to collect incredible amounts of money from students, their families and their futures to pay faculty members. This position is supported by practicing attorneys who want to create barriers and limit competition. The guild systems produced society's skilled craftsmen for centuries. Instead of the sterile halls of academe prospective lawyers should repair to the law offices of practicing attorneys. Abraham Lincoln never went to law schools. He simply read the law.",0,"Our son , already a member of the Florida Bar , was studying to take Massachusetts bar exam using materials from one of the more respected prep schools . I accepted his challenge to take the closed book exam and he was amazed when he graded my answer sheet and found that I scored with a high passing grade . Sure , I have an engineering degree and have spent many years in business and government but zero time in law school . My logic may be flawed , but I came away believing that law school is mostly a scheme to collect incredible amounts of money from students , their families and their futures to pay faculty members . This position is supported by practicing attorneys who want to create barriers and limit competition . The guild systems produced society 's skilled craftsmen for centuries . Instead of the sterile halls of academe prospective lawyers should repair to the law offices of practicing attorneys . Abraham Lincoln never went to law schools . He simply read the law .",4968
the bar,"Our son , already a member of the Florida Bar, was studying to take Massachusetts bar exam using materials from one of the more respected prep schools. I accepted his challenge to take the closed book exam and he was amazed when he graded my answer sheet and found that I scored with a high passing grade. Sure, I have an engineering degree and have spent many years in business and government but zero time in law school. My logic may be flawed, but I came away believing that law school is mostly a scheme to collect incredible amounts of money from students, their families and their futures to pay faculty members. This position is supported by practicing attorneys who want to create barriers and limit competition. The guild systems produced society's skilled craftsmen for centuries. Instead of the sterile halls of academe prospective lawyers should repair to the law offices of practicing attorneys. Abraham Lincoln never went to law schools. He simply read the law.",0,"Our son , already a member of the Florida Bar , was studying to take Massachusetts bar exam using materials from one of the more respected prep schools . I accepted his challenge to take the closed book exam and he was amazed when he graded my answer sheet and found that I scored with a high passing grade . Sure , I have an engineering degree and have spent many years in business and government but zero time in law school . My logic may be flawed , but I came away believing that law school is mostly a scheme to collect incredible amounts of money from students , their families and their futures to pay faculty members . This position is supported by practicing attorneys who want to create barriers and limit competition . The guild systems produced society 's skilled craftsmen for centuries . Instead of the sterile halls of academe prospective lawyers should repair to the law offices of practicing attorneys . Abraham Lincoln never went to law schools . He simply read the law .",5663
illegal labor,"There is only a shortage of agricultural labor at current wages. Raise the wage to a fair one, and legal workers will do it. If US agriculture is unsustainable without abusive labor practices, should we continue to prop up those practices?",0,"There is only a shortage of agricultural labor at current wages . Raise the wage to a fair one , and legal workers will do it . If US agriculture is unsustainable without abusive labor practices , should we continue to prop up those practices ?",10415
farms,"There is only a shortage of agricultural labor at current wages. Raise the wage to a fair one, and legal workers will do it. If US agriculture is unsustainable without abusive labor practices, should we continue to prop up those practices?",0,"There is only a shortage of agricultural labor at current wages . Raise the wage to a fair one , and legal workers will do it . If US agriculture is unsustainable without abusive labor practices , should we continue to prop up those practices ?",18785
overcrowding,"Malthusian [mal-thoo-zhuh n, -zee-uh n] Word Origin adjective ""Malthusian. Definition: of or relating to the theories of T. R. Malthus, which state that population tends to increase faster, at a geometrical ratio, than the means of subsistence, which increases at an arithmetical ratio, and that this will result in an inadequate supply of the goods supporting life unless war, famine, or disease reduces the population or the increase of population is checked.. . ."" Todays Malthusian scholars somehow seem not to be aware that their theories of ""overcrowding"" were advanced 200 or so years ago by Tom Malthus--and haven't been validated in experience. It matters not that today's scholars cite overproduction of CO2 due to increases in population as the source of the problem, rather than inability to produce a supply of goods adequate to support life.",0,"Malthusian [ mal - thoo - zhuh n , -zee - uh n ] Word Origin adjective "" Malthusian . Definition : of or relating to the theories of T. R. Malthus , which state that population tends to increase faster , at a geometrical ratio , than the means of subsistence , which increases at an arithmetical ratio , and that this will result in an inadequate supply of the goods supporting life unless war , famine , or disease reduces the population or the increase of population is checked .. . . "" Todays Malthusian scholars somehow seem not to be aware that their theories of "" overcrowding "" were advanced 200 or so years ago by Tom Malthus -- and have n't been validated in experience . It matters not that today 's scholars cite overproduction of CO2 due to increases in population as the source of the problem , rather than inability to produce a supply of goods adequate to support life .",9407
reparations,"If an individual or a group is managing their affairs poorly, chances are, it has nothing to do with the way their forebears were treated 150 years ago and beyond. I would suggest that they look in the mirror and recite a little Shakespeare: ""to thine own self be true"".",0,"If an individual or a group is managing their affairs poorly , chances are , it has nothing to do with the way their forebears were treated 150 years ago and beyond . I would suggest that they look in the mirror and recite a little Shakespeare : "" to thine own self be true "" .",1355
dual citizenship,I was born in London my parents came to America at the age of 21 I was naturalized I chose to keep my British passport because it is my right. My parents are Irish born My father waited the required 7 yrs to become naturalized my mother never did. of course she has a SS# I can also claim Irish citizenship as well which I plan to do also hopefully in the near future,1,I was born in London my parents came to America at the age of 21 I was naturalized I chose to keep my British passport because it is my right . My parents are Irish born My father waited the required 7 yrs to become naturalized my mother never did . of course she has a SS # I can also claim Irish citizenship as well which I plan to do also hopefully in the near future,10723
rich politicans,"The truth is there have been excellent wealthy politicians - Washington, FDR, Kenedy and excellent politicians of modest means Lincoln, Truman and Eisenhpower certainly come to mind. I am not at all sure that the wealthy are any more or less likely to be corrupt. Consider the titans of Wall Street. There's more money there than any politician is ever likely to have andd yet I see no reduced desire for more. Do you?",1,"The truth is there have been excellent wealthy politicians - Washington , FDR , Kenedy and excellent politicians of modest means Lincoln , Truman and Eisenhpower certainly come to mind . I am not at all sure that the wealthy are any more or less likely to be corrupt . Consider the titans of Wall Street . There 's more money there than any politician is ever likely to have andd yet I see no reduced desire for more . Do you ?",11712
speech,"Democracy destroys itself because it abuses its right to freedom and equality. Because it teaches its citizens to consider audacity as a right, lawlessness as a freedom, abrasive speech as equality and anarchy as progress. -Isocrates I believe in the first amendment but this man is intentionally trying to cause pain to others by disrespecting their beliefs. People will obviously be upset by this. I am upset by it and I am not a Muslim. So NO your 1st amendment rights are not violated when you are told to shut up because you are going to cause a panicked mob during a fire drill. You DON""T get to claim American rights of protection when you violate the tenets of equality and freedom in your speech.",0,"Democracy destroys itself because it abuses its right to freedom and equality . Because it teaches its citizens to consider audacity as a right , lawlessness as a freedom , abrasive speech as equality and anarchy as progress . -Isocrates I believe in the first amendment but this man is intentionally trying to cause pain to others by disrespecting their beliefs . People will obviously be upset by this . I am upset by it and I am not a Muslim . So NO your 1st amendment rights are not violated when you are told to shut up because you are going to cause a panicked mob during a fire drill . You DON""T get to claim American rights of protection when you violate the tenets of equality and freedom in your speech .",15896
capital gains,Even tho I am not a farmer i see fertilizer when I see it. Capital gains is just wordsmithing for income which should have no special status. There should be no special status and be taxed at the going rate. Then Mitt will pay more then his help and perhaps more then a schoolteacher,1,Even tho I am not a farmer i see fertilizer when I see it . Capital gains is just wordsmithing for income which should have no special status . There should be no special status and be taxed at the going rate . Then Mitt will pay more then his help and perhaps more then a schoolteacher,13453
overcrowding,"carbon footprint is a binary problem. But, most basically, the excess of carbon is a direct factor of the increase of feet producing footprints. Carbon is not intrinsically the problem. But a geometric excess of feet is. In 1800, 1 billion on the Earth. 1963, 2.2 billion. 20i5, 7 billion, 2030, ???? Does the world unsustainable seem apt?",0,"carbon footprint is a binary problem . But , most basically , the excess of carbon is a direct factor of the increase of feet producing footprints . Carbon is not intrinsically the problem . But a geometric excess of feet is . In 1800 , 1 billion on the Earth . 1963 , 2.2 billion . 20i5 , 7 billion , 2030 , ? ? ? ? Does the world unsustainable seem apt ?",6318
a legitimate threat,"carbon footprint is a binary problem. But, most basically, the excess of carbon is a direct factor of the increase of feet producing footprints. Carbon is not intrinsically the problem. But a geometric excess of feet is. In 1800, 1 billion on the Earth. 1963, 2.2 billion. 20i5, 7 billion, 2030, ???? Does the world unsustainable seem apt?",1,"carbon footprint is a binary problem . But , most basically , the excess of carbon is a direct factor of the increase of feet producing footprints . Carbon is not intrinsically the problem . But a geometric excess of feet is . In 1800 , 1 billion on the Earth . 1963 , 2.2 billion . 20i5 , 7 billion , 2030 , ? ? ? ? Does the world unsustainable seem apt ?",6332
medical websites,"I would imagine that there are also plenty of instances in which a little bit of Internet research winds up improving a person's condition or even saving a life. Twenty years ago when my dad got a weird spot on his arm, for example, he ignored it for months before being diagnosed with melanoma. Nowadays, a quick Google Image search on my mom's part could have convinced him to go much earlier. Doctors deal with people's health all day long and know a lot, but patients and their loved ones are the experts on what is normal for them and are the ones who know when something just doesn't seem right. It would be a shame if a patient failed to ask a question or do any research at all when presented with a diagnosis for fear of injuring his or her doctor's ego.",1,"I would imagine that there are also plenty of instances in which a little bit of Internet research winds up improving a person 's condition or even saving a life . Twenty years ago when my dad got a weird spot on his arm , for example , he ignored it for months before being diagnosed with melanoma . Nowadays , a quick Google Image search on my mom 's part could have convinced him to go much earlier . Doctors deal with people 's health all day long and know a lot , but patients and their loved ones are the experts on what is normal for them and are the ones who know when something just does n't seem right . It would be a shame if a patient failed to ask a question or do any research at all when presented with a diagnosis for fear of injuring his or her doctor 's ego .",2814
motherhood,"Delay living, that's today's mantra. Now and then I have the chance to give advice to the young, and mine always is to dive into marriage and family early. We had 3 kids by the time I graduated from college (on time, at 22). We had two more by 28. True, my wife delayed finishing college; she got her degree in 1975 at age 27 instead of 1970. My other advice to the young: don't decide how to live based on what professors, the magazines, and the newspapers say is the latest thing. It's your life, get cracking on it.",1,"Delay living , that 's today 's mantra . Now and then I have the chance to give advice to the young , and mine always is to dive into marriage and family early . We had 3 kids by the time I graduated from college ( on time , at 22 ) . We had two more by 28 . True , my wife delayed finishing college ; she got her degree in 1975 at age 27 instead of 1970 . My other advice to the young : do n't decide how to live based on what professors , the magazines , and the newspapers say is the latest thing . It 's your life , get cracking on it .",4181
women,"Delay living, that's today's mantra. Now and then I have the chance to give advice to the young, and mine always is to dive into marriage and family early. We had 3 kids by the time I graduated from college (on time, at 22). We had two more by 28. True, my wife delayed finishing college; she got her degree in 1975 at age 27 instead of 1970. My other advice to the young: don't decide how to live based on what professors, the magazines, and the newspapers say is the latest thing. It's your life, get cracking on it.",1,"Delay living , that 's today 's mantra . Now and then I have the chance to give advice to the young , and mine always is to dive into marriage and family early . We had 3 kids by the time I graduated from college ( on time , at 22 ) . We had two more by 28 . True , my wife delayed finishing college ; she got her degree in 1975 at age 27 instead of 1970 . My other advice to the young : do n't decide how to live based on what professors , the magazines , and the newspapers say is the latest thing . It 's your life , get cracking on it .",10764
kids,"""Then numerous schools will spring up and parents will be able to pair with educators who share their views..."" I should think college admissions offiicials would be interested to know if an applicant is coming from a school whose goal is to omit significant areas of history, science, etc. What a shame for those young people who will be deemed ill-equipped to enter the world of grand ideas. Here's how it works in my house: My kids learn facts at school, we talk about the implications at home, I give them my view and tell them to form their own. To date, none of them have spontaneously combusted.",1,""" Then numerous schools will spring up and parents will be able to pair with educators who share their views ... "" I should think college admissions offiicials would be interested to know if an applicant is coming from a school whose goal is to omit significant areas of history , science , etc . What a shame for those young people who will be deemed ill - equipped to enter the world of grand ideas . Here 's how it works in my house : My kids learn facts at school , we talk about the implications at home , I give them my view and tell them to form their own . To date , none of them have spontaneously combusted .",9270
illegal labor,"There is a country-wide stigma against agricultural work. Part of that is due to hold overs from the slavery period. Part of that is due to a perception of minimum wage or less work. What we really need, and are seeing in some of these younger farmers, is a new class of people. People who are extremely intelligent, very hard working, who understand mesh networks, cellular and microbiology, organic chemistry, geology, hydrology, pest control, and synergistic relationships. And we need to get the word out that that's what this new age of farming is all about, and not using ignorant, illegal immigrants.",0,"There is a country - wide stigma against agricultural work . Part of that is due to hold overs from the slavery period . Part of that is due to a perception of minimum wage or less work . What we really need , and are seeing in some of these younger farmers , is a new class of people . People who are extremely intelligent , very hard working , who understand mesh networks , cellular and microbiology , organic chemistry , geology , hydrology , pest control , and synergistic relationships . And we need to get the word out that that 's what this new age of farming is all about , and not using ignorant , illegal immigrants .",10158
farms,"There is a country-wide stigma against agricultural work. Part of that is due to hold overs from the slavery period. Part of that is due to a perception of minimum wage or less work. What we really need, and are seeing in some of these younger farmers, is a new class of people. People who are extremely intelligent, very hard working, who understand mesh networks, cellular and microbiology, organic chemistry, geology, hydrology, pest control, and synergistic relationships. And we need to get the word out that that's what this new age of farming is all about, and not using ignorant, illegal immigrants.",0,"There is a country - wide stigma against agricultural work . Part of that is due to hold overs from the slavery period . Part of that is due to a perception of minimum wage or less work . What we really need , and are seeing in some of these younger farmers , is a new class of people . People who are extremely intelligent , very hard working , who understand mesh networks , cellular and microbiology , organic chemistry , geology , hydrology , pest control , and synergistic relationships . And we need to get the word out that that 's what this new age of farming is all about , and not using ignorant , illegal immigrants .",16758
noncompete deals,"One thing about these 'noncompete agreements' (a nice term for 'legalised blackmail') is that they actually manage to put this country behind Russia - Czarist Russia, at that. After all, Alexander II did end serfdom back in 1861. With these ridiculous conditions still enforceable, we've yet to do so. Doesn't this make you proud to be an American?",0,"One thing about these ' noncompete agreements ' ( a nice term for ' legalised blackmail ' ) is that they actually manage to put this country behind Russia - Czarist Russia , at that . After all , Alexander II did end serfdom back in 1861 . With these ridiculous conditions still enforceable , we 've yet to do so . Does n't this make you proud to be an American ?",8139
companies,"We heard the same refrain during the run-up to the housing crash. Fed Chair Alan Greenspan claimed businessmen would regulate themselves. They would look at the long-term risks of originating mortgages without due diligence and refuse. We know how that turned out. Even Greenspan later admitted he was wrong, that business cares only about the next quarter and doesn't care how to get there. Sorry, the markets have spoken. Business cannot be trusted, no matter how much hot air their lobbyists spout. Regulation is absolutely necessary.",0,"We heard the same refrain during the run - up to the housing crash . Fed Chair Alan Greenspan claimed businessmen would regulate themselves . They would look at the long - term risks of originating mortgages without due diligence and refuse . We know how that turned out . Even Greenspan later admitted he was wrong , that business cares only about the next quarter and does n't care how to get there . Sorry , the markets have spoken . Business can not be trusted , no matter how much hot air their lobbyists spout . Regulation is absolutely necessary .",6900
people,"????Are Americans collectively dumb as a nation???? What other nation is stupid enough to fight a war to beat its enemies, and then goes back in and spends billions to build them up again? And again. What other nation is stupid enough to get involved in wars between murderous factions within the same country who have been killing each other for a thousand years? What other nation would destroy its major manufacturing businesses, and put millions of its citizens out of jobs, by sending the work overseas. What other nation would tolerate disgraceful music, TV and movies for its young that features the lowest in human degradation masquerading as entertainment?",0,"? ? ? ? Are Americans collectively dumb as a nation ? ? ? ? What other nation is stupid enough to fight a war to beat its enemies , and then goes back in and spends billions to build them up again ? And again . What other nation is stupid enough to get involved in wars between murderous factions within the same country who have been killing each other for a thousand years ? What other nation would destroy its major manufacturing businesses , and put millions of its citizens out of jobs , by sending the work overseas . What other nation would tolerate disgraceful music , TV and movies for its young that features the lowest in human degradation masquerading as entertainment ?",8842
public workers,"While I find Mr. Fenton's behavior appallingly violent and highly immoral, I also find the long reach of his employer's arm legally unsupportable. I wouldn't be surprised to see this man reinstated in the backlash. Being a democracy has always meant tolerating all manner of disrespectful and hateful language - as long as it remains language and not a specific call to violent action.",0,"While I find Mr. Fenton 's behavior appallingly violent and highly immoral , I also find the long reach of his employer 's arm legally unsupportable . I would n't be surprised to see this man reinstated in the backlash . Being a democracy has always meant tolerating all manner of disrespectful and hateful language - as long as it remains language and not a specific call to violent action .",8244
speech,"While I find Mr. Fenton's behavior appallingly violent and highly immoral, I also find the long reach of his employer's arm legally unsupportable. I wouldn't be surprised to see this man reinstated in the backlash. Being a democracy has always meant tolerating all manner of disrespectful and hateful language - as long as it remains language and not a specific call to violent action.",1,"While I find Mr. Fenton 's behavior appallingly violent and highly immoral , I also find the long reach of his employer 's arm legally unsupportable . I would n't be surprised to see this man reinstated in the backlash . Being a democracy has always meant tolerating all manner of disrespectful and hateful language - as long as it remains language and not a specific call to violent action .",19436
immigration,"I have to disagree with my colleague from Temple University, where I have taught in the business school for 37 years. The unemployment rate for African-Americans has been double the overall rate for many decades. It is and has been an outrage. But where is the evidence that it has anything to do with immigration? Jobs for Americans and adequately funded schools for Philadelphians are big problems, but what do they have to do with immigration. Rather all of these issues have to do with the outsourcing of American jobs by multinational companies and by the strangehold the anti-tax party has in our state legislatures and Congress.",1,"I have to disagree with my colleague from Temple University , where I have taught in the business school for 37 years . The unemployment rate for African - Americans has been double the overall rate for many decades . It is and has been an outrage . But where is the evidence that it has anything to do with immigration ? Jobs for Americans and adequately funded schools for Philadelphians are big problems , but what do they have to do with immigration . Rather all of these issues have to do with the outsourcing of American jobs by multinational companies and by the strangehold the anti - tax party has in our state legislatures and Congress .",5508
a problem,"I have to disagree with my colleague from Temple University, where I have taught in the business school for 37 years. The unemployment rate for African-Americans has been double the overall rate for many decades. It is and has been an outrage. But where is the evidence that it has anything to do with immigration? Jobs for Americans and adequately funded schools for Philadelphians are big problems, but what do they have to do with immigration. Rather all of these issues have to do with the outsourcing of American jobs by multinational companies and by the strangehold the anti-tax party has in our state legislatures and Congress.",0,"I have to disagree with my colleague from Temple University , where I have taught in the business school for 37 years . The unemployment rate for African - Americans has been double the overall rate for many decades . It is and has been an outrage . But where is the evidence that it has anything to do with immigration ? Jobs for Americans and adequately funded schools for Philadelphians are big problems , but what do they have to do with immigration . Rather all of these issues have to do with the outsourcing of American jobs by multinational companies and by the strangehold the anti - tax party has in our state legislatures and Congress .",15706
people,"""Ideals that today's educated people take for granted - equal rights, free speech, and the primacy of human life over tradition, tribal loyalty and intuitions about purity - are radical breaks with the sensibilities of the past. These too are gifts of a widening application of reason."" Sadly we can't take these ideals for granted anymore. Have you not been following the Republican campaign?",1,""" Ideals that today 's educated people take for granted - equal rights , free speech , and the primacy of human life over tradition , tribal loyalty and intuitions about purity - are radical breaks with the sensibilities of the past . These too are gifts of a widening application of reason . "" Sadly we ca n't take these ideals for granted anymore . Have you not been following the Republican campaign ?",6737
mandatory for all children,The choice to abstain from vaccination tends to be based upon concerns about the additives and preservatives placed in the shots. I do not understand why my cat can get an additive free vaccine and my child cannot. How about demanding a change in the pharma industry to make the actual shots safer? There are known human carcinogens like formaldehyde and neurotoxins such as aluminum in many vaccines. Vaccine injuries are very real and a risk some are just not willing to take.,0,The choice to abstain from vaccination tends to be based upon concerns about the additives and preservatives placed in the shots . I do not understand why my cat can get an additive free vaccine and my child can not . How about demanding a change in the pharma industry to make the actual shots safer ? There are known human carcinogens like formaldehyde and neurotoxins such as aluminum in many vaccines . Vaccine injuries are very real and a risk some are just not willing to take .,13779
vaccination,The choice to abstain from vaccination tends to be based upon concerns about the additives and preservatives placed in the shots. I do not understand why my cat can get an additive free vaccine and my child cannot. How about demanding a change in the pharma industry to make the actual shots safer? There are known human carcinogens like formaldehyde and neurotoxins such as aluminum in many vaccines. Vaccine injuries are very real and a risk some are just not willing to take.,1,The choice to abstain from vaccination tends to be based upon concerns about the additives and preservatives placed in the shots . I do not understand why my cat can get an additive free vaccine and my child can not . How about demanding a change in the pharma industry to make the actual shots safer ? There are known human carcinogens like formaldehyde and neurotoxins such as aluminum in many vaccines . Vaccine injuries are very real and a risk some are just not willing to take .,13989
electric cars,"""If they can get the price point below $15k, they'll sell 50 million of them"" Not likely with Li ion batteries anytime within the next five years. The battery pack alone is estimated to cost $15K for all electric vehicles. But, look what happened with computing power over the last 30 years. I see all electric vehicles as being niche vehicles in the US for the next decade or so. Long term is more favorable if the cost of the battery pack can be lowered by a factor of 10.",0,""" If they can get the price point below $ 15k , they 'll sell 50 million of them "" Not likely with Li ion batteries anytime within the next five years . The battery pack alone is estimated to cost $ 15 K for all electric vehicles . But , look what happened with computing power over the last 30 years . I see all electric vehicles as being niche vehicles in the US for the next decade or so . Long term is more favorable if the cost of the battery pack can be lowered by a factor of 10 .",10145
immigration,They are certainly no problem to Democrats where they are viewed as new voters who will be sustained by welfare paid for by someone else. Once the Dems have this huge voting bloc there will be no viable conservative resistance. Of course they don't want the conservatives to go away completely otherwise who would they blame all their problems and failures on? Question: If illegals are such an asset why not open the border completely?,0,They are certainly no problem to Democrats where they are viewed as new voters who will be sustained by welfare paid for by someone else . Once the Dems have this huge voting bloc there will be no viable conservative resistance . Of course they do n't want the conservatives to go away completely otherwise who would they blame all their problems and failures on ? Question : If illegals are such an asset why not open the border completely ?,12821
a bad deal for cities and states,"We must all understand that when we privatize any industry that was once run by government it will, in the long-term, cost us more money, while taxpayers will have less oversight of those industries. Why? Because profit is added to the economic paradigm, (in lieu of non-profit management). Once a profit margin is figured into the economic model that was formerly a not-for-profit entity it will eventually cost us more. Plus, corporations have rights to privacy, so the public has little access to how their prisons, water treatment facilities, and the like are actually being run and managed.",0,"We must all understand that when we privatize any industry that was once run by government it will , in the long - term , cost us more money , while taxpayers will have less oversight of those industries . Why ? Because profit is added to the economic paradigm , ( in lieu of non - profit management ) . Once a profit margin is figured into the economic model that was formerly a not - for - profit entity it will eventually cost us more . Plus , corporations have rights to privacy , so the public has little access to how their prisons , water treatment facilities , and the like are actually being run and managed .",8644
privatization,"We must all understand that when we privatize any industry that was once run by government it will, in the long-term, cost us more money, while taxpayers will have less oversight of those industries. Why? Because profit is added to the economic paradigm, (in lieu of non-profit management). Once a profit margin is figured into the economic model that was formerly a not-for-profit entity it will eventually cost us more. Plus, corporations have rights to privacy, so the public has little access to how their prisons, water treatment facilities, and the like are actually being run and managed.",0,"We must all understand that when we privatize any industry that was once run by government it will , in the long - term , cost us more money , while taxpayers will have less oversight of those industries . Why ? Because profit is added to the economic paradigm , ( in lieu of non - profit management ) . Once a profit margin is figured into the economic model that was formerly a not - for - profit entity it will eventually cost us more . Plus , corporations have rights to privacy , so the public has little access to how their prisons , water treatment facilities , and the like are actually being run and managed .",8853
electric cars,"I have a diesel car, a VW Jetta Sportwagon, that I average 30 mph in the city and 44 - 50 mph on highway trips. Diesel cars are 50% of the cars on the road in Europe. They ARE available in the U.S. But the reason that the electric car is not likely to go anywhere in the next decade or two in this country will be the same reason that Americans do not have 50% of their cars using clean diesel. The SMART car has been in Canada for sometime, but in Canada it runs on a 3 cylinder diesel and gets over twice the mileage I get. But why isn't the diesel version of the Smart car in the U.S.? The clean diesel Smart cars of Canada and my VW Jetta both meet California emission standards. When the U.S. government can explain to the American public why we are so far behind Europe technologically, then perhaps we will move to fuel efficient vehicles. Electric cars in the U.S.A. will have the same fate as 8 track tapes and Sony Beta. Go figure..",1,"I have a diesel car , a VW Jetta Sportwagon , that I average 30 mph in the city and 44 - 50 mph on highway trips . Diesel cars are 50 % of the cars on the road in Europe . They ARE available in the U.S. But the reason that the electric car is not likely to go anywhere in the next decade or two in this country will be the same reason that Americans do not have 50 % of their cars using clean diesel . The SMART car has been in Canada for sometime , but in Canada it runs on a 3 cylinder diesel and gets over twice the mileage I get . But why is n't the diesel version of the Smart car in the U.S. ? The clean diesel Smart cars of Canada and my VW Jetta both meet California emission standards . When the U.S. government can explain to the American public why we are so far behind Europe technologically , then perhaps we will move to fuel efficient vehicles . Electric cars in the U.S.A. will have the same fate as 8 track tapes and Sony Beta . Go figure ..",17377
mandatory for all children,"People should not be able to impose their religious beliefs on others when it would harm or endanger others. Parents should not be able to deprive their children of medical care, like vaccinations, and employers should not be able to deny their employees of medical care, like contraception.",1,"People should not be able to impose their religious beliefs on others when it would harm or endanger others . Parents should not be able to deprive their children of medical care , like vaccinations , and employers should not be able to deny their employees of medical care , like contraception .",11467
vaccination,"People should not be able to impose their religious beliefs on others when it would harm or endanger others. Parents should not be able to deprive their children of medical care, like vaccinations, and employers should not be able to deny their employees of medical care, like contraception.",1,"People should not be able to impose their religious beliefs on others when it would harm or endanger others . Parents should not be able to deprive their children of medical care , like vaccinations , and employers should not be able to deny their employees of medical care , like contraception .",12333
home schoolers,The era when there were no public schools was not a good socio-economic time in the life of our nation. Anything which weakens public schools and their funding will result in the most vulnerable youth of America being left out of the chance to get an education.,0,The era when there were no public schools was not a good socio - economic time in the life of our nation . Anything which weakens public schools and their funding will result in the most vulnerable youth of America being left out of the chance to get an education .,4456
veganism,"I have been vegan for 29 years, and i am fitter and healthier than any body that i know, most of all the meat eaters. the article seems flawed at most completely inaccurate, to say that a meat eater is going to be heather is laughable, as most are over weight or obese, have higher cholesterol levels and a multitude of diseases related to high fat levels in their diets. in short it was the best thing i could had done at age 19.",1,"I have been vegan for 29 years , and i am fitter and healthier than any body that i know , most of all the meat eaters . the article seems flawed at most completely inaccurate , to say that a meat eater is going to be heather is laughable , as most are over weight or obese , have higher cholesterol levels and a multitude of diseases related to high fat levels in their diets . in short it was the best thing i could had done at age 19 .",12998
everyone,"I have been vegan for 29 years, and i am fitter and healthier than any body that i know, most of all the meat eaters. the article seems flawed at most completely inaccurate, to say that a meat eater is going to be heather is laughable, as most are over weight or obese, have higher cholesterol levels and a multitude of diseases related to high fat levels in their diets. in short it was the best thing i could had done at age 19.",0,"I have been vegan for 29 years , and i am fitter and healthier than any body that i know , most of all the meat eaters . the article seems flawed at most completely inaccurate , to say that a meat eater is going to be heather is laughable , as most are over weight or obese , have higher cholesterol levels and a multitude of diseases related to high fat levels in their diets . in short it was the best thing i could had done at age 19 .",14073
veganism,"As a hypogycemic, eating all carbs, all the time (even the good kinds) is just not going to work for me -- I'd be hungry all the time an inevitiably overeat and gain weight. Lots of people are sensitive to carbs in varying degrees, and they are just going to get fat being a vegan. I've seen it happen to several friends. This does not mean it is OK to eat bacon and msdonalds, though, people. Try wild salmon and salad.",0,"As a hypogycemic , eating all carbs , all the time ( even the good kinds ) is just not going to work for me -- I 'd be hungry all the time an inevitiably overeat and gain weight . Lots of people are sensitive to carbs in varying degrees , and they are just going to get fat being a vegan . I 've seen it happen to several friends . This does not mean it is OK to eat bacon and msdonalds , though , people . Try wild salmon and salad .",2786
