new_id,argument,topic,label,weights
15310,Electric cars have been a long time coming. Now that Solar pannels have become more more popular we will see the increase of electric cars productivity. It's really common sense: solar panels will absorb the energy into batteries which will forever provide electricity to run these cars. It's time!!! the sun power is always there even on cloudy days!!! I only wish I could convert my 2003 Nissan into an electric car. Could that be possible? Solar pannels will forever make us independent.,electric cars,1,"[('Electric', 1.186263374995668), ('cars', 1.186263374995668), ('have', 1.186263374995668), ('been', 1.186263374995668), ('a', 1.186263374995668), ('long', 1.186263374995668), ('time', 1.186263374995668), ('coming', 1.186263374995668), ('.', 0.0), ('Now', 0), ('that', 0), ('Solar', 0.43168943847698943), ('pannels', 0.43168943847698943), ('have', 0), ('become', 0), ('more', 0), ('more', 0), ('popular', 0.43168943847698943), ('we', 0), ('will', 0), ('see', 0), ('the', 0), ('increase', 0.43168943847698943), ('of', 0), ('electric', 0.43168943847698943), ('cars', 0.43168943847698943), ('productivity', 0.43168943847698943), ('.', 0.0), ('It', 0), (""'s"", 0), ('really', 0), ('common', 0), ('sense', 0), (':', 0.0), ('solar', 0), ('panels', 0), ('will', 0), ('absorb', 0), ('the', 0), ('energy', 0), ('into', 0), ('batteries', 0), ('which', 0), ('will', 0), ('forever', 0.5823068970787582), ('provide', 0.5823068970787582), ('electricity', 0.5823068970787582), ('to', 0.5823068970787582), ('run', 0.5823068970787582), ('these', 0.5823068970787582), ('cars', 0.5823068970787582), ('.', 0.0), ('It', 0), (""'s"", 0), ('time', 0), ('!', 0.0), ('!', 0.0), ('!', 0.0), ('the', 0), ('sun', 0), ('power', 0), ('is', 0), ('always', 0), ('there', 0), ('even', 0), ('on', 0), ('cloudy', 0), ('days', 0), ('!', 0.0), ('!', 0.0), ('!', 0.0), ('I', 0), ('only', 0), ('wish', 1.0356459163938991), ('I', 0.6039564779169098), ('could', 0.6039564779169098), ('convert', 1.0356459163938991), ('my', 0.6039564779169098), ('2003', 0.0), ('Nissan', 1.0356459163938991), ('into', 0.6039564779169098), ('an', 0.6039564779169098), ('electric', 1.0356459163938991), ('car', 1.0356459163938991), ('.', 0.0), ('Could', 0), ('that', 0), ('be', 0), ('possible', 0), ('?', 0.0), ('Solar', 0.43168943847698943), ('pannels', 0.43168943847698943), ('will', 0), ('forever', 0.43168943847698943), ('make', 0), ('us', 0), ('independent', 0.43168943847698943), ('.', 0.0)]"
15306,I had a beautiful home birth with a licensed midwife in 2011. I was so inspired by the experience that I became a certified birth doula and have attended 17 births (many at home or at a birth center). All women should have the opportunity to choose where they feel safest birthing. SO grateful for midwifery!,kids at home,1,"[('I', 0.6482020799464021), ('had', 0.6482020799464021), ('a', 0.6482020799464021), ('beautiful', 0.6482020799464021), ('home', 1.096599807825732), ('birth', 1.096599807825732), ('with', 0), ('a', 0), ('licensed', 0.44839772787932974), ('midwife', 0.44839772787932974), ('in', 0), ('2011', 0.0), ('.', 0.0), ('I', 0), ('was', 0), ('so', 0), ('inspired', 0), ('by', 0), ('the', 0), ('experience', 0), ('that', 0), ('I', 0), ('became', 0), ('a', 0), ('certified', 0), ('birth', 0), ('doula', 0), ('and', 0), ('have', 0), ('attended', 0), ('17', 0.0), ('births', 0), ('(', 0.0), ('many', 0), ('at', 0), ('home', 0), ('or', 0), ('at', 0), ('a', 0), ('birth', 0), ('center', 0), (')', 0.0), ('.', 0.0), ('All', 0.5823068970787582), ('women', 1.030704624958088), ('should', 0.5823068970787582), ('have', 0.5823068970787582), ('the', 0.5823068970787582), ('opportunity', 1.030704624958088), ('to', 0.5823068970787582), ('choose', 1.030704624958088), ('where', 0.5823068970787582), ('they', 0.5823068970787582), ('feel', 1.030704624958088), ('safest', 0.44839772787932974), ('birthing', 0.44839772787932974), ('.', 0.0), ('SO', 0), ('grateful', 0), ('for', 0), ('midwifery', 0), ('!', 0.0)]"
13231,"We still haven't addressed the problem of children who come from other countries into America and have not had the advantage of early childhood vaccinations. We are seeing cases of measles, mumps, etc. increase, and this cannot be all the fault of those who have lived with and been in contact daily in this country since birth with their peers who have been vaccinated. I'm old, and when in 1st grade, I contacted German measles. NOT from someone in my class and, in fact, no one seemed to know where I contacted it. I then proceeded to infect almost all my entire class apparently. My point in telling this story is that we cannot know exactly where a child gets his contact, and therefore IMO opinion, vaccinations should be mandatory for every child entering schools from pre-K up. Until everyone - from the child who comes with their parents to America to the kiddo next door, we have to be consistent.",mandatory for all children,1,"[('We', 0), ('still', 0), ('have', 0), (""n't"", 0), ('addressed', 0), ('the', 0), ('problem', 0), ('of', 0), ('children', 0), ('who', 0), ('come', 0), ('from', 0), ('other', 0.5103041618414726), ('countries', 0.5103041618414726), ('into', 0), ('America', 0), ('and', 0), ('have', 0), ('not', 0.5103041618414726), ('had', 0.5103041618414726), ('the', 0), ('advantage', 0.5103041618414726), ('of', 0), ('early', 0.5103041618414726), ('childhood', 0.5103041618414726), ('vaccinations', 0.5103041618414726), ('.', 0.0), ('We', 0), ('are', 0), ('seeing', 0), ('cases', 0), ('of', 0), ('measles', 0), (',', 0.0), ('mumps', 0), (',', 0.0), ('etc', 0), ('.', 0.0), ('increase', 0), (',', 0.0), ('and', 0), ('this', 0), ('can', 0), ('not', 0), ('be', 0), ('all', 0), ('the', 0), ('fault', 0), ('of', 0), ('those', 0), ('who', 0), ('have', 0), ('lived', 0), ('with', 0), ('and', 0), ('been', 0), ('in', 0), ('contact', 0), ('daily', 0), ('in', 0), ('this', 0), ('country', 0), ('since', 0), ('birth', 0), ('with', 0), ('their', 0), ('peers', 0), ('who', 0), ('have', 0), ('been', 0), ('vaccinated', 0), ('.', 0.0), ('I', 0), (""'m"", 0), ('old', 0), (',', 0.0), ('and', 0), ('when', 0), ('in', 0), ('1st', 0), ('grade', 0), (',', 0.0), ('I', 0), ('contacted', 0), ('German', 0), ('measles', 0), ('.', 0.0), ('NOT', 0), ('from', 0), ('someone', 0), ('in', 0), ('my', 0), ('class', 0), ('and', 0), (',', 0.0), ('in', 0), ('fact', 0), (',', 0.0), ('no', 0), ('one', 0), ('seemed', 0), ('to', 0), ('know', 0), ('where', 0), ('I', 0), ('contacted', 0), ('it', 0), ('.', 0.0), ('I', 0), ('then', 0), ('proceeded', 0), ('to', 0), ('infect', 0), ('almost', 0), ('all', 0), ('my', 0), ('entire', 0), ('class', 0), ('apparently', 0), ('.', 0.0), ('My', 0), ('point', 0), ('in', 0), ('telling', 0), ('this', 0), ('story', 0), ('is', 0), ('that', 0), ('we', 0.6482020799464021), ('can', 1.1585062417878746), ('not', 1.1585062417878746), ('know', 1.1585062417878746), ('exactly', 1.1585062417878746), ('where', 1.1585062417878746), ('a', 0.6482020799464021), ('child', 1.1585062417878746), ('gets', 1.1585062417878746), ('his', 0), ('contact', 1.1585062417878746), (',', 0.0), ('and', 0), ('therefore', 0), ('IMO', 0), ('opinion', 0), (',', 0.0), ('vaccinations', 1.7408131388666328), ('should', 1.7408131388666328), ('be', 1.7408131388666328), ('mandatory', 1.7408131388666328), ('for', 1.7408131388666328), ('every', 1.7408131388666328), ('child', 1.7408131388666328), ('entering', 1.7408131388666328), ('schools', 1.7408131388666328), ('from', 1.0926110589202307), ('pre', 1.0926110589202307), ('-', 0.0), ('K', 1.0926110589202307), ('up', 1.0926110589202307), ('.', 0.0), ('Until', 0.5823068970787582), ('everyone', 0.5823068970787582), ('-', 0.0), ('from', 0.5823068970787582), ('the', 0.5823068970787582), ('child', 0.5823068970787582), ('who', 0.5823068970787582), ('comes', 0.5823068970787582), ('with', 0.5823068970787582), ('their', 0.5823068970787582), ('parents', 0.5823068970787582), ('to', 0.5823068970787582), ('America', 0.5823068970787582), ('to', 0.5823068970787582), ('the', 0.5823068970787582), ('kiddo', 0.5823068970787582), ('next', 0.5823068970787582), ('door', 0.5823068970787582), (',', 0.0), ('we', 0.5823068970787582), ('have', 0.5823068970787582), ('to', 0), ('be', 0.5823068970787582), ('consistent', 0.5823068970787582), ('.', 0.0)]"
13106,"There is a great responsibility to parenting. There can be great satisfaction by doing it in a conscious manner, not by taking the day to day events as inconveniences to be ignored and letting the nature of physically growing be the only achievement. A parent does not own the child, nor should they be friends.....they should be respecting confidants with the parent as the guide. The object is to let the child learn how to be happy by experiencing and then discussing. If achievement of any kind makes the heart glow, that is where the child will go. We can only hope that the we have instilled a respectable goal search.",extreme parenting,0,"[('There', 0), ('is', 0), ('a', 0), ('great', 0), ('responsibility', 0), ('to', 0), ('parenting', 0), ('.', 0.0), ('There', 0), ('can', 0), ('be', 0), ('great', 0), ('satisfaction', 0), ('by', 0), ('doing', 0), ('it', 0), ('in', 0), ('a', 0), ('conscious', 0), ('manner', 0), (',', 0.0), ('not', 0), ('by', 0), ('taking', 0), ('the', 0), ('day', 0), ('to', 0), ('day', 0), ('events', 0), ('as', 0), ('inconveniences', 0), ('to', 0), ('be', 0), ('ignored', 0), ('and', 0), ('letting', 0), ('the', 0), ('nature', 0), ('of', 0), ('physically', 0), ('growing', 0), ('be', 0), ('the', 0), ('only', 0), ('achievement', 0), ('.', 0.0), ('A', 0), ('parent', 1.2521585578633119), ('does', 1.2521585578633119), ('not', 1.2521585578633119), ('own', 1.2521585578633119), ('the', 0.6039564779169098), ('child', 1.2521585578633119), (',', 0.0), ('nor', 0), ('should', 0), ('they', 0), ('be', 0), ('friends', 0), ('.....', 0.0), ('they', 1.2305089770251603), ('should', 1.2305089770251603), ('be', 1.2305089770251603), ('respecting', 1.83446545494207), ('confidants', 1.83446545494207), ('with', 1.83446545494207), ('the', 1.186263374995668), ('parent', 1.83446545494207), ('as', 1.83446545494207), ('the', 1.186263374995668), ('guide', 1.83446545494207), ('.', 0.0), ('The', 0), ('object', 0), ('is', 0), ('to', 0), ('let', 1.186263374995668), ('the', 1.186263374995668), ('child', 1.186263374995668), ('learn', 1.186263374995668), ('how', 1.186263374995668), ('to', 1.186263374995668), ('be', 1.186263374995668), ('happy', 1.186263374995668), ('by', 0.5823068970787582), ('experiencing', 0.5823068970787582), ('and', 0), ('then', 0), ('discussing', 0), ('.', 0.0), ('If', 0), ('achievement', 0), ('of', 0), ('any', 0), ('kind', 0), ('makes', 0), ('the', 0), ('heart', 0), ('glow', 0), (',', 0.0), ('that', 0), ('is', 0), ('where', 0), ('the', 0), ('child', 0), ('will', 0), ('go', 0), ('.', 0.0), ('We', 0), ('can', 0), ('only', 0), ('hope', 0), ('that', 0), ('the', 0), ('we', 0), ('have', 0), ('instilled', 0), ('a', 0), ('respectable', 0), ('goal', 0), ('search', 0), ('.', 0.0)]"
11487,"Unconditional love combined with the parent fondly expecting the child to be the best he can be. As the child grows older, he needs to separate from his parents and this should be respected. But the parent is always there if the child needs advice. To sum up this approach: Positive Reinforcement",extreme parenting,0,"[('Unconditional', 0), ('love', 0), ('combined', 0), ('with', 0), ('the', 0), ('parent', 0), ('fondly', 0), ('expecting', 0), ('the', 0), ('child', 0), ('to', 0), ('be', 0), ('the', 0), ('best', 0), ('he', 0), ('can', 0), ('be', 0), ('.', 0.0), ('As', 0.6482020799464021), ('the', 0), ('child', 1.3132922930387547), ('grows', 0.6482020799464021), ('older', 0), (',', 0.0), ('he', 0), ('needs', 1.3132922930387547), ('to', 0.6650902130923525), ('separate', 1.3132922930387547), ('from', 1.3132922930387547), ('his', 0.6650902130923525), ('parents', 1.3132922930387547), ('and', 0.6650902130923525), ('this', 0), ('should', 0), ('be', 0.6650902130923525), ('respected', 0.6650902130923525), ('.', 0.0), ('But', 0), ('the', 0), ('parent', 0.5823068970787582), ('is', 0.5823068970787582), ('always', 0.5823068970787582), ('there', 0.5823068970787582), ('if', 0.5823068970787582), ('the', 0), ('child', 0.5823068970787582), ('needs', 0.5823068970787582), ('advice', 0.5823068970787582), ('.', 0.0), ('To', 0), ('sum', 0), ('up', 0), ('this', 0), ('approach', 0), (':', 0.0), ('Positive', 0.5823068970787582), ('Reinforcement', 0.5823068970787582)]"
14527,"I have owned five cats (more accurately, they owned me) in my adult life, and every one has been declawed. Each cat was rescued from a shelter, three were under a year old, and our current two had lived in a no-kill shelter for three years before coming to our home. My vet sends the cats home the day following surgery with a pain patch on, and the cats are very comfortable yet able to jump onto furniture and use their litter box. The patch falls off in a few days, and life goes on. All of my cats have been spayed/neutered and indoor animals, no exceptions allowed, and they live long, happy, spoiled lives. It's okay to care about my cats and the way my furniture looks, too.",your cat,1,"[('I', 0), ('have', 0), ('owned', 0), ('five', 0), ('cats', 0), ('(', 0.0), ('more', 0), ('accurately', 0), (',', 0.0), ('they', 0), ('owned', 0), ('me', 0), (')', 0.0), ('in', 0), ('my', 0), ('adult', 0), ('life', 0), (',', 0.0), ('and', 0), ('every', 1.186263374995668), ('one', 1.186263374995668), ('has', 1.186263374995668), ('been', 1.186263374995668), ('declawed', 1.186263374995668), ('.', 0.0), ('Each', 0), ('cat', 0), ('was', 0), ('rescued', 0), ('from', 0), ('a', 0), ('shelter', 0), (',', 0.0), ('three', 0), ('were', 0), ('under', 0), ('a', 0), ('year', 0), ('old', 0), (',', 0.0), ('and', 0), ('our', 0), ('current', 0), ('two', 0), ('had', 0), ('lived', 0), ('in', 0), ('a', 0), ('no', 0), ('-', 0.0), ('kill', 0), ('shelter', 0), ('for', 0), ('three', 0), ('years', 0), ('before', 0), ('coming', 0), ('to', 0), ('our', 0), ('home', 0), ('.', 0.0), ('My', 0), ('vet', 0), ('sends', 0), ('the', 0), ('cats', 0), ('home', 0), ('the', 0), ('day', 0), ('following', 0), ('surgery', 0), ('with', 0), ('a', 0), ('pain', 0), ('patch', 0), ('on', 0), (',', 0.0), ('and', 0), ('the', 1.186263374995668), ('cats', 1.83446545494207), ('are', 1.83446545494207), ('very', 1.186263374995668), ('comfortable', 1.83446545494207), ('yet', 0.6482020799464021), ('able', 0.6482020799464021), ('to', 0.6482020799464021), ('jump', 0.6482020799464021), ('onto', 0.6482020799464021), ('furniture', 0.6482020799464021), ('and', 0.6482020799464021), ('use', 0.6482020799464021), ('their', 0), ('litter', 0.6482020799464021), ('box', 0.6482020799464021), ('.', 0.0), ('The', 0), ('patch', 0), ('falls', 0), ('off', 0), ('in', 0), ('a', 0), ('few', 0), ('days', 0), (',', 0.0), ('and', 0), ('life', 1.2521585578633119), ('goes', 1.2521585578633119), ('on', 1.2521585578633119), ('.', 0.0), ('All', 0), ('of', 0), ('my', 0), ('cats', 0), ('have', 0), ('been', 0), ('spayed', 0), ('/', 0.0), ('neutered', 0), ('and', 0), ('indoor', 0), ('animals', 0), (',', 0.0), ('no', 0), ('exceptions', 0), ('allowed', 0), (',', 0.0), ('and', 0), ('they', 0.6039564779169098), ('live', 0.6039564779169098), ('long', 0.6039564779169098), (',', 0.0), ('happy', 0.6039564779169098), (',', 0.0), ('spoiled', 0.6039564779169098), ('lives', 0.6039564779169098), ('.', 0.0), ('It', 0.5823068970787582), (""'s"", 0.5823068970787582), ('okay', 1.2305089770251603), ('to', 1.2305089770251603), ('care', 1.2305089770251603), ('about', 1.2305089770251603), ('my', 0), ('cats', 1.2305089770251603), ('and', 1.2305089770251603), ('the', 0), ('way', 0.6482020799464021), ('my', 0.5823068970787582), ('furniture', 1.2305089770251603), ('looks', 1.2305089770251603), (',', 0.0), ('too', 0), ('.', 0.0)]"
13291,"I like this initiative. Wal-Mart is doing a good thing for its customers. Wal-Mart definitely deserves praise for using its power for good for once. Wal-Mart has caused many small businesses to go under and has had serious labor issues over the years. It really owes its customers and employees for their loyalty (even if, in some situations, Wal-Mart is the only game in town) and this healthy food initiative is a wonderful way to start.",healthier,1,"[('I', 0.6650902130923525), ('like', 0.6650902130923525), ('this', 0.6650902130923525), ('initiative', 0.6650902130923525), ('.', 0.0), ('Wal', 0.6650902130923525), ('-', 0.0), ('Mart', 0.6650902130923525), ('is', 0.6650902130923525), ('doing', 0.6650902130923525), ('a', 0.6650902130923525), ('good', 0.6650902130923525), ('thing', 0.6650902130923525), ('for', 0.6650902130923525), ('its', 0.6650902130923525), ('customers', 0.6650902130923525), ('.', 0.0), ('Wal', 0), ('-', 0.0), ('Mart', 0), ('definitely', 0), ('deserves', 0), ('praise', 0), ('for', 0), ('using', 0), ('its', 0), ('power', 0), ('for', 0), ('good', 0), ('for', 0), ('once', 0), ('.', 0.0), ('Wal', 0.6482020799464021), ('-', 0.0), ('Mart', 0.6482020799464021), ('has', 0), ('caused', 0), ('many', 0), ('small', 0), ('businesses', 0), ('to', 0), ('go', 0), ('under', 0), ('and', 0), ('has', 0), ('had', 0), ('serious', 0), ('labor', 0), ('issues', 0), ('over', 0), ('the', 0), ('years', 0), ('.', 0.0), ('It', 0), ('really', 0.5823068970787582), ('owes', 1.2305089770251603), ('its', 0.5823068970787582), ('customers', 1.2305089770251603), ('and', 1.2305089770251603), ('employees', 1.2305089770251603), ('for', 0.5823068970787582), ('their', 0.5823068970787582), ('loyalty', 0.5823068970787582), ('(', 0.0), ('even', 0), ('if', 0), (',', 0.0), ('in', 0), ('some', 0), ('situations', 0), (',', 0.0), ('Wal', 0), ('-', 0.0), ('Mart', 0), ('is', 0), ('the', 0), ('only', 0), ('game', 0), ('in', 0), ('town', 0), (')', 0.0), ('and', 0.6482020799464021), ('this', 0.5823068970787582), ('healthy', 1.2305089770251603), ('food', 1.2305089770251603), ('initiative', 1.2305089770251603), ('is', 1.2305089770251603), ('a', 0), ('wonderful', 1.2305089770251603), ('way', 0.6482020799464021), ('to', 0.6482020799464021), ('start', 1.2305089770251603), ('.', 0.0)]"
16130,"I think not. They and their parents make the decision not to be a part of the classroom experience. Those reasons do not disappear after class. Team sports is just that, being a part of the team. That means being in the Class Room, in the school activities. Showing up for practice and the games is only a small part of being a team player.",home-schoolers,0,"[('I', 0), ('think', 0), ('not', 0), ('.', 0.0), ('They', 0.5823068970787582), ('and', 0.5823068970787582), ('their', 0.5823068970787582), ('parents', 0.5823068970787582), ('make', 0.5823068970787582), ('the', 0), ('decision', 0.5823068970787582), ('not', 0.5823068970787582), ('to', 0.5823068970787582), ('be', 0.5823068970787582), ('a', 0), ('part', 0.5823068970787582), ('of', 0.5823068970787582), ('the', 0), ('classroom', 0.5823068970787582), ('experience', 0.5823068970787582), ('.', 0.0), ('Those', 0), ('reasons', 0), ('do', 0), ('not', 0), ('disappear', 0), ('after', 0), ('class', 0), ('.', 0.0), ('Team', 0), ('sports', 0), ('is', 0), ('just', 0), ('that', 0), (',', 0.0), ('being', 0), ('a', 0), ('part', 0), ('of', 0), ('the', 0), ('team', 0), ('.', 0.0), ('That', 0), ('means', 0), ('being', 0), ('in', 0), ('the', 0), ('Class', 0), ('Room', 0), (',', 0.0), ('in', 0), ('the', 0), ('school', 0), ('activities', 0), ('.', 0.0), ('Showing', 0.6039564779169098), ('up', 0.6039564779169098), ('for', 0.6039564779169098), ('practice', 1.2521585578633119), ('and', 1.2521585578633119), ('the', 0), ('games', 1.2521585578633119), ('is', 1.2521585578633119), ('only', 1.2521585578633119), ('a', 0), ('small', 0.6039564779169098), ('part', 1.2521585578633119), ('of', 0.6482020799464021), ('being', 1.2521585578633119), ('a', 0), ('team', 1.2521585578633119), ('player', 1.2521585578633119), ('.', 0.0)]"
12593,"""Room for Debate asks: Have tax breaks, zoning and other policies that have fueled condo development unfairly benefited the wealthy at the expense of other residents?"" Really? This is actually a question? Um, YES! You should be asking what can be done to fix it, rather than whether or not it's happening.",helping condo developers,0,"[('""', 0.0), ('Room', 0), ('for', 0), ('Debate', 0), ('asks', 0), (':', 0.0), ('Have', 0.6482020799464021), ('tax', 0), ('breaks', 0), (',', 0.0), ('zoning', 0.6039564779169098), ('and', 0.6039564779169098), ('other', 0.6039564779169098), ('policies', 1.2521585578633119), ('that', 0.6482020799464021), ('have', 1.186263374995668), ('fueled', 0.6482020799464021), ('condo', 1.2305089770251603), ('development', 1.2305089770251603), ('unfairly', 1.83446545494207), ('benefited', 1.83446545494207), ('the', 1.186263374995668), ('wealthy', 1.83446545494207), ('at', 0.5823068970787582), ('the', 0), ('expense', 0.5823068970787582), ('of', 0.5823068970787582), ('other', 0), ('residents', 0.5823068970787582), ('?', 0.0), ('""', 0.0), ('Really', 0), ('?', 0.0), ('This', 0), ('is', 0), ('actually', 0), ('a', 0), ('question', 0), ('?', 0.0), ('Um', 0), (',', 0.0), ('YES', 1.2305089770251603), ('!', 0.0), ('You', 0), ('should', 0), ('be', 0), ('asking', 0), ('what', 0), ('can', 0), ('be', 0), ('done', 0), ('to', 0), ('fix', 0), ('it', 0), (',', 0.0), ('rather', 0), ('than', 0), ('whether', 0), ('or', 0), ('not', 0), ('it', 0), (""'s"", 0), ('happening', 0), ('.', 0.0)]"
12775,"As a dual citizen of The United States and Bulgaria,i strongly feel that it is a benifit. I did not want to lose my allegiance to my mother country, however i also wanted to take advantage of all the wonderful oppertunities this country has to offer because they were not available to me back home. Its a privelage that should not be taken advantage of.",dual citizenship,1,"[('As', 0.6464466476093469), ('a', 0.6464466476093469), ('dual', 0.6464466476093469), ('citizen', 0.6464466476093469), ('of', 0), ('The', 0), ('United', 0), ('States', 0), ('and', 0), ('Bulgaria', 0), (',', 0.0), ('i', 0.5823068970787582), ('strongly', 1.8327100226050148), ('feel', 1.8327100226050148), ('that', 1.8327100226050148), ('it', 1.8327100226050148), ('is', 1.8327100226050148), ('a', 1.8327100226050148), ('benifit', 1.8327100226050148), ('.', 0.0), ('I', 0), ('did', 0), ('not', 0), ('want', 0), ('to', 0), ('lose', 0), ('my', 0), ('allegiance', 0), ('to', 0), ('my', 0), ('mother', 0), ('country', 0), (',', 0.0), ('however', 0), ('i', 0), ('also', 0), ('wanted', 0), ('to', 0), ('take', 0), ('advantage', 0), ('of', 0), ('all', 0), ('the', 0), ('wonderful', 0), ('oppertunities', 0), ('this', 0), ('country', 0), ('has', 0), ('to', 0), ('offer', 0), ('because', 0), ('they', 0), ('were', 0), ('not', 0), ('available', 0), ('to', 0), ('me', 0), ('back', 0), ('home', 0), ('.', 0.0), ('Its', 0.6039564779169098), ('a', 0.6039564779169098), ('privelage', 0.6039564779169098), ('that', 0), ('should', 0), ('not', 0), ('be', 0), ('taken', 0), ('advantage', 0), ('of', 0), ('.', 0.0)]"
19389,"DR Ballantyne- Sydenhams views no longer apply to modern medicine- we have treatments now- like platelet rich plasma, LENS neurofeedback, stem cell therapy, German new medicine, neural prolotherapy, oxidized ATP, MitoQ, ESWT, acupotomy- that you and your colleagues need to learn to help people in pain. No doubt the overuse of opioids has stemmed from the moral laziness of doctors when it came to offer the right care for people in pain. Doctors and medicine is still remiss in developing and deploying good treatment for pain. And training based on the little that pain specialists know and do will be of too little help to people in pain. Its time for Ballantyne to call for raising standards of care for all involved in pain care. And lets not maketoo much out of past treatments for the prevalence of pain is on the rise.",opioid training,1,"[('DR', 0), ('Ballantyne-', 0), ('Sydenhams', 0), ('views', 0), ('no', 0), ('longer', 0), ('apply', 0), ('to', 0), ('modern', 0), ('medicine-', 0), ('we', 0), ('have', 0), ('treatments', 0), ('now-', 0), ('like', 0), ('platelet', 0), ('rich', 0), ('plasma', 0), (',', 0.0), ('LENS', 0), ('neurofeedback', 0), (',', 0.0), ('stem', 0), ('cell', 0), ('therapy', 0), (',', 0.0), ('German', 0), ('new', 0), ('medicine', 0), (',', 0.0), ('neural', 0), ('prolotherapy', 0), (',', 0.0), ('oxidized', 0), ('ATP', 0), (',', 0.0), ('MitoQ', 0), (',', 0.0), ('ESWT', 0), (',', 0.0), ('acupotomy-', 0), ('that', 0), ('you', 0), ('and', 0), ('your', 0), ('colleagues', 0.6039564779169098), ('need', 0.6039564779169098), ('to', 0.6039564779169098), ('learn', 0.6039564779169098), ('to', 0.6039564779169098), ('help', 0.6039564779169098), ('people', 0.6039564779169098), ('in', 0.6039564779169098), ('pain', 0.6039564779169098), ('.', 0.0), ('No', 0), ('doubt', 0), ('the', 0), ('overuse', 0.6039564779169098), ('of', 0.6039564779169098), ('opioids', 0.6039564779169098), ('has', 0), ('stemmed', 0.6039564779169098), ('from', 0.6039564779169098), ('the', 0.6039564779169098), ('moral', 0.6039564779169098), ('laziness', 0.6039564779169098), ('of', 0.6039564779169098), ('doctors', 0.6039564779169098), ('when', 0), ('it', 0), ('came', 0), ('to', 0), ('offer', 0), ('the', 0), ('right', 0), ('care', 0), ('for', 0), ('people', 0), ('in', 0), ('pain', 0), ('.', 0.0), ('Doctors', 0), ('and', 0), ('medicine', 0), ('is', 0), ('still', 0), ('remiss', 0), ('in', 0), ('developing', 0), ('and', 0), ('deploying', 0), ('good', 0), ('treatment', 0), ('for', 0), ('pain', 0), ('.', 0.0), ('And', 0), ('training', 0), ('based', 0), ('on', 0), ('the', 0), ('little', 0), ('that', 0), ('pain', 0), ('specialists', 0), ('know', 0), ('and', 0), ('do', 0), ('will', 0), ('be', 0), ('of', 0), ('too', 0), ('little', 0), ('help', 0), ('to', 0), ('people', 0), ('in', 0), ('pain', 0), ('.', 0.0), ('Its', 0), ('time', 0), ('for', 0), ('Ballantyne', 0), ('to', 0), ('call', 0), ('for', 0), ('raising', 0.6039564779169098), ('standards', 0.6039564779169098), ('of', 0.6039564779169098), ('care', 0), ('for', 0), ('all', 0), ('involved', 0), ('in', 0), ('pain', 0.6039564779169098), ('care', 0.6039564779169098), ('.', 0.0), ('And', 0), ('lets', 0), ('not', 0), ('maketoo', 0), ('much', 0), ('out', 0), ('of', 0), ('past', 0), ('treatments', 0), ('for', 0), ('the', 0), ('prevalence', 0), ('of', 0), ('pain', 0), ('is', 0), ('on', 0), ('the', 0), ('rise', 0), ('.', 0.0)]"
